sort, nth_element, max_element, max_element_ben_deane, accumulate, transform_reduce
4810.86,6439.12,15552.3,12377.2,5353.63,11035.3
4790.34,2377.61,13280.5,16385.8,5400.35,11165.5
4797.78,7166.49,13244.3,12249.9,5561.96,11014.9
5242.35,4171.66,13828.2,12505.6,5339.83,11310.2
5578.94,7426.22,19385.5,12245.3,5363.55,11098.2
5036.48,5764.09,13297.6,12388.3,5176.89,11070.9
4861.5,5990.58,15256.1,12381.9,5534.39,11086.2
4949,6021.47,12841,12159.7,5089.23,11051
5583.46,6487.66,14458.6,12348.8,5170.48,11129.5
5638.56,3923.58,13164.4,16731.5,5071.53,10924.8
5248.99,6260.76,13388.9,12309.7,5139.01,11420.7
5219.23,5087.99,14188.2,12330.5,5427.17,10733.5
5336.36,2864.98,17922,12398.3,5269.38,10945.8
5291.76,4880.01,14962.4,12337.5,5342.68,10766.7
5245.55,5571.4,13874.6,11892.3,5459.63,11194.4
5247,5926.4,13297.8,12517.1,5550.44,10950.8
5418.4,1783.3,14267.8,12296.8,5332.8,11763.9
4817.42,4686.9,13480.2,16590.1,5489.35,11119.4
4791.23,2714.06,12812.3,12722.6,5399.3,11111.5
4826.3,3356.54,14452.4,12459.7,5478.59,11017
4744.96,3189.55,18887.1,12245.1,5271.42,10926.7
4625.38,5940.96,12807.3,12330.1,5420.63,11376.4
4614.29,4551.8,14078.6,12474.8,5341.14,11199.2
4602.87,7729.34,14482.9,12140.8,5451.83,11110.3
4620.98,6297.08,13284.8,12201.2,5356.13,11131.2
4646.56,3579.02,13285.7,16667.6,5274.46,10497.5
4814.06,4015.78,15147.2,12344.5,5258.68,10518.3
4692.77,7193.22,12598.5,13030.8,5117.61,10727.9
4613,5979.64,17885.8,12572.2,5062.44,11053.1
4582.82,5324.46,14555.4,12422.4,5373.9,10997.7
4578.75,6545.62,14242.6,12186.8,5410.78,10935.8
4630.06,6481.44,14098.9,12395.9,5291.29,10999.6
4781.06,4768.69,15323.5,12213.3,5274.29,11206.5
5100.99,5339.24,15726.7,16072.6,4848.91,11633.8
5137.92,7048.34,13014,12517.6,5421.79,11274.3
4793.61,4931,18468.8,12808.6,5008.13,11196.1
4785.53,6142.94,12763.5,12374.1,5116.87,10917
4933.94,5498.74,13219.5,12358.1,5378.2,10532.5
4956.3,6086.59,12840.4,12259.2,5374.97,10506.7
5314.94,5483.51,14488.9,12422.8,5589.58,17723.6
5203.74,6039.73,14491.4,12570.3,5389.13,10799.1
5335.1,6495.1,13283.1,16361,5431.85,11006
5282.43,7607.86,14336.1,12280.4,5061.63,11120.6
5309.2,7045.19,19137,12039,5313.1,11139.3
5315.99,4270.25,13230.9,12453.8,5503.11,10978.8
5249.44,3612.44,14000,12253.2,5236.25,11030.4
5490.6,6776.37,14276.2,12231.8,4953.93,11591.7
5241.11,6630.04,14922.3,12271.7,5390.43,10942.9
5292.59,1321.18,12404.9,12918.4,5411.53,11139.6
6259.96,4219.51,14287.9,16878.5,8092.01,10464.1
4732.32,6187.78,14237.6,13103.1,5124.11,11013.2
4529.76,5425.22,19321.3,12466.1,5112.42,11140.5
4605.42,966.392,12555.3,12204.9,5446.4,11126.5
4545.58,3699.16,15421.3,12925.8,5227.45,11031.7
4691.25,5669.51,13078.8,12406.4,5510.68,11058.6
4730.64,4267.01,12966.2,12808.3,5484.2,11072.2
4646.86,2057.39,14300.6,12152.1,5437.13,10988.9
4858.22,3051.78,13950.7,16985.3,5529.22,11744.4
4888.2,5673.48,15447.8,12259.8,5456.08,11055.5
4906.23,6684.55,19027.3,11977.6,5038.93,11261.7
5007.29,3488.22,13371,12328,5066.65,10929.7
4963.71,5340,13329.9,12457.6,5154.07,11045.3
4995.56,3022.05,13012,13018.3,5160.97,12165
4957.16,6179.06,14321.6,12586.4,4879.39,10548.1
4913.64,3721.02,12436.1,12369.3,5390.65,11153.3
4908.35,5615.11,12670.3,16290.6,4886.78,10444.4
4920,4825.77,12647.4,12549.6,4841.38,10980
4803.06,6979.6,19562.7,12212.8,5481.8,11267.5
4796.58,7067.72,13219.9,12288.4,5413.66,10875.4
4909.82,2983.05,13964.7,12391.8,5511.6,11159.8
4876.44,6067.9,14748.3,12334,5744.36,14471.3
4745.96,3007.1,14431.1,13471,4928.44,10552.1
4754.47,6810.53,13732.1,12296.1,5408.87,11048.7
4812.9,3023.25,14284.8,16513.2,5536.28,11178.9
4893.86,2677.23,13573.3,12359.6,5358.96,11134.1
4803.04,7302.81,16876.4,12513.5,5591.73,10941.7
4898.14,6371.52,13751,11984.9,5154.91,11076
4845.45,4506.64,14282.7,12482.4,5306.46,11333.6
4799.55,4249.53,13756.1,12399.1,5696.63,11187.1
4821.98,3882.34,14393.9,12432.1,5438.09,11514.1
4846.75,1970.13,14861,11998.2,5450.66,11052.3
4893.33,7305,13633.1,16305.9,5423.15,10302.2
4779.79,5992.46,15133.9,13193.2,5346.4,11457.4
4800.54,6902.81,17990.7,11978.7,4949.64,11061.1
4758.94,6065.83,12543,12470.7,5341.86,11077.9
4847.43,5720.84,14858.9,12402.6,5519.77,11286.6
4842.81,3030.71,14242,12307.6,5288.14,11410.5
5001.13,5643.3,12545.1,12114.4,5518.93,10507.1
4675.36,6419.81,13656.2,12155.1,5370.25,11002.6
4583.14,6219.7,12991.2,16545.7,4856.6,11082.2
4563.12,2064.12,14206.6,16285.1,5502.79,10919.6
4500.25,3387.11,18572,12035.1,4864.7,10460.3
4688.43,5640.79,13515.2,17089.2,5062.75,11612
4664.37,4216.59,14483.2,12416.4,5528.01,11434.4
4727.75,5708.71,12889.1,12219.4,5282.21,11397.7
4874.76,7208.32,14545.6,12397,5487.6,11069.8
4889.27,6983.75,12878.5,12322,4891.58,11332.7
5087.65,5526.01,12360.4,16780.2,5376.07,10976.9
5006.68,3424.72,12706,13114.2,4945.22,10703.5
5021.43,4964.59,16876.2,12587.8,5181.92,11304
5123.51,3781.58,14580.9,12127,5100.75,11091.6
5090.89,1583.98,14574.7,12218.5,5416.52,10982.5
5103.84,3806.96,14478,12437.7,5332.36,11072.6
5109.44,5284.81,12959.6,12422.5,5424.79,10977.7
5210.8,4979.83,12519.7,14314,5360.02,11251.1
5249.92,5263.3,13416.2,17579.2,5193.08,10957.5
5231.06,2121.01,13797.1,12266.7,5509.3,11323.9
6515.62,5898.66,19450.9,12269.4,5351.51,10788.5
4715.38,6369.46,14112.5,11950.7,5285.23,10988.2
4594.74,3322.3,13997,12245.1,5465.56,11632
4375.15,1990.22,13253.8,12215.1,5407.79,11029.5
4678.04,1359.86,13982.4,12117.9,5327.03,12737.3
4697.06,7069.69,12543,13270.3,5366.63,10878.7
4545.36,5985,17230.4,16698.5,4909.09,10520.4
4646.77,5588.07,13699.5,12457.3,4828.09,11838.2
4700.48,5633.92,16130,12403.1,5595.99,11544.2
4639.9,6378.81,12727.4,12091.5,7417.25,10514.2
4956.34,6871.06,13722.3,12477.6,5586.87,10572.4
4729.96,5985.03,14912.8,12175.1,5081.74,11217.1
4694.23,6611.41,12898,12289.9,5477,10356
4863.55,4852.34,13245.7,12138.6,5400.53,10441.5
4805.75,3134.62,12292.6,16656.6,4995.09,10997.6
4808.64,5558.5,13468.1,12336.5,4902.55,10890.6
4762.51,3730.7,19285.2,12985.7,5377.06,10898
4955.31,5092.73,13443.7,12404.2,5331.19,10957.2
4973.9,5102.22,15743.2,12565.2,5227.54,11133.5
5270.73,5509.04,13959.3,12424.7,4985.6,11074.1
5571.88,4454.98,14460.5,12639.2,5404.74,11248.2
5601.74,6563.84,14063.5,12331.5,5514.52,11132.8
6461.61,4418.37,12791,16697,5288.64,11053.7
4934.47,5343.4,12729.8,12418,5152.06,11189.3
5354.75,6080.41,22484,12406.8,5080.94,10970.8
4655.97,4668.27,15314.1,13014.3,5359,11046.9
4629.1,5727.95,14253.1,12557,5217.02,11035.4
4750.28,5119.25,14350.6,12222.3,5175.66,10993.5
4832.31,6690.93,14915.2,12327.6,5397.15,11318
4942.43,3946.36,12547.6,12393.7,5417.05,11012.5
5042.24,4798.16,12253.4,16844.4,4978,10994.2
5047.96,4274.93,12484.6,12574.6,5212.13,10947.2
5177.42,3664.17,19527.7,12238.7,5566.3,11050
5157.49,3765.76,12495.4,12090.4,5376.14,11077.3
5046.22,2732.25,14100,12293,5498.51,10967.4
5086.05,5449.82,13878.5,12399.6,5479.85,11250.8
5218.15,3313.47,12992.4,12412.9,4893.36,11297.3
5075.15,5926.56,12535.1,12314.4,4876.52,11133.6
5076.92,6675.33,13775.2,16671.5,5317.71,11022.3
5082.22,4483.13,13697.7,12655.4,5140.26,11051.7
5100.19,4905.84,16757.2,12346.1,5344.36,11119.2
5127.89,1980.19,12417.2,12384.7,5193.22,11166.6
5083.13,3745.89,14702.4,12275,5294.71,11135.6
5080.85,5998.39,14967.5,12410.1,5474.31,14882.3
5090.58,4576.5,14613.6,13001.4,5050.04,10888.1
5184.51,3340.79,13112.7,11953.4,5456.22,10967.9
5195.07,4844.75,12499.8,16564.9,5316.86,11383.7
5106.72,4767.12,14474.3,12797.5,5066.77,11207.2
5122.12,7821.97,18468.7,12081.1,5118.58,10974
5089.08,7017.45,15040.5,12508.2,5375.93,11103.2
5145.72,5250.7,17523.5,12515.4,5435.99,10875.9
5173.73,5944.39,14631,12386.6,5330.22,10970.6
5069.67,1907.46,14394.6,12840.3,5381.89,11234.9
5975.45,6112.41,13311.7,14211.8,5370.9,11272.7
5373.06,5223.15,12374.1,16900.3,5363.79,10913.6
4660.93,5097.86,18773,12245.2,5291.09,11230.1
4660.88,788.836,13884.8,12300.1,4893.45,11060.9
4600.06,5243.74,13401.1,12199.9,5104.4,11057.1
4750.61,5717.26,14212.2,12249.7,5033.1,10981.3
4653.85,6760.42,14164.6,12199.7,5421.83,11006.7
4620.18,2455.01,15278.2,12353.7,5503.81,11216.9
4705.11,5208.05,15361.8,12147,5323.97,10673.1
4688.65,5628.92,13004.8,16566.1,5557.13,11187.2
4740.93,6992.59,17100.9,12434.2,5330.74,11035.7
4623.62,6394.59,14621.2,12395.1,5137.59,11135.9
4677.74,3513.34,13297.1,12286.6,5462.23,11085.7
4774.65,7715.42,14751.5,12394.5,5602.31,10975.7
4793.14,5823.72,13838.5,12364.2,5470.25,13985.5
4774.07,3992.23,12410.5,12343.2,5240.64,11414.9
4763.67,6211.02,12590.4,12344.2,4939.96,11443.2
4774.37,7397.74,12930.7,16005.6,5419.75,10915.2
4864.9,617.989,19217.5,12697.3,5436.8,10972.9
4832.3,6612.23,12806.5,12471,5379.48,11012.2
4889.86,6403.37,13380,12511.5,4948.78,11024.4
4917.29,3723.69,13764.5,12854.2,4821.31,11244.6
5040,3846.08,13613,12244.3,5114.02,10589.9
4967.43,4359.5,14984.1,12774,5389.52,11106.5
4872.53,5113.76,13750.1,12353,5378.91,10989.5
5027.25,6751.64,14550.4,16266.3,5309.22,11003.4
4897.64,6930.88,16583.9,12240.3,5381.93,11012.4
4891.77,4648.69,15053.9,11941.2,5341.03,10709.3
4754.71,5259.41,13612.1,12059.1,5356.89,11217.3
4811.76,6560.24,12827.9,12473,4856.79,11037.2
4862.72,7930.76,13382.7,12788.9,4984.68,11075.7
4726.08,5849.1,14246.5,13208.4,5185.01,11174.1
4688.07,6727.77,12710.5,12351.3,5589.14,11134.3
4956.14,5436.92,13939.8,16511,5314.71,10398.8
4842.98,5881.13,17599.5,12323,4860.53,10970.1
4793.15,6770.94,14572,12869.5,5458.85,11024.5
4750.32,5937.88,12641.5,12282,5483.26,11156.1
4813.98,5877.48,12686.1,12254.4,5545.79,11288
4782.94,6659.85,14460.8,12399.6,5402.28,11084.3
4834.53,7368.27,12834.2,12367.6,5355.94,11090.1
4792.4,2039.55,13094.7,12468.1,5361.37,11257.7
4829.17,2661.63,14266.3,16118.7,5104.12,11816.2
4875.35,1247.52,17917.9,12282.5,5257.89,10479.8
5340.37,1102.38,14114.9,12227.7,5403.9,16577.5
4752.28,6901.56,13862.9,12293.1,8785.51,11056.4
4645.91,2450.26,13818.6,12947,4909.03,10972.2
4520.17,4880.79,14560.8,12318.9,5516.22,11052.7
4747.73,5634.23,14561,12421,5182.16,10996.4
4987.22,6220.24,14142.1,14089,5290.05,10988.5
4850.59,3283.97,14925.5,17576.7,5415.1,11206.3
5004.26,6608.3,17383.5,13090,5466.89,10309.1
5044.53,7237.07,12594.1,12891.8,5414.47,11518.1
5078.33,5221.83,14015.6,12968.6,5184.9,11198.1
5211.7,2324.11,13199.4,12409.2,5306.66,11153.5
4988.2,5508.24,13347.5,11984,5273.36,11255
4951.68,4452.28,13863.9,12419.9,5362.97,11225.6
4894.55,4112.38,12609.5,12434.1,4934.08,11051
5031.2,4985.89,12705.2,17183.2,5080.01,10935.3
4970.51,2832.31,17418.3,12479,5100.86,11282.4
5153.12,6585.42,13089.2,12485.4,5112.69,11814.1
4562.05,4458.75,14774.3,12098.3,5406.51,10872.3
4432.66,7491.05,12994.2,12381.5,5282.84,11627.5
4418.8,4685.56,13652,12479.1,6025.55,11612
4458.3,5836.18,14869.2,12423,5508.84,11761.9
4645.92,3569.3,14150.3,12882.5,5222.15,10484.2
4521.39,5492.68,13530.3,15896.2,5108.8,10810.2
4615.37,7481.79,19065.2,12404.6,5148.43,11026.5
5023.07,2337.96,12618.1,13182.7,5386.99,10957.4
4881.35,3344.37,13807.5,12307,5101.86,11112.4
5023.38,5610.51,13293.8,12551.9,5397.07,10977.4
5172.85,5741.59,12742.1,12053.1,5064.33,10950.4
5286.33,5451.48,12329.4,12714.6,5063.74,11182.4
5337.12,6745.9,14872.2,12348.1,5227.38,11133.1
5300.5,4013.51,13675.3,16320.4,5341.54,11114.8
5331.24,5893.18,18433.5,12214.4,9093.06,11409.5
5311.8,5544.97,13668.6,12370.6,5030.54,10955
5287.58,5245.48,14760.9,12349.9,5073.06,11110.6
5176.71,5611.48,12504.1,12181,5102.47,11656.8
5205.31,5142.47,13804.5,12289.3,5080.29,11826.7
5256.82,5982.85,14812.9,12145.7,5344.79,11116.2
5153.74,5756.7,12709.5,12433.7,5232.7,11214.9
5100.15,5892.06,12692.2,15832.1,5270.62,11180
5172.87,5194.72,18991.2,12338.4,5569.14,11004
5189.76,6150.48,14472.6,12101.9,5346.16,10969.9
5217.98,5643.54,12904,12208.6,4947.73,11334.8
5097.83,1531.71,13017.2,12795,5406.44,11082.5
5175.75,5702.3,13568.2,13038.6,4846.93,11108.6
4739.05,5291.72,13921.8,12742,5153.36,10735.5
4641.23,4809.8,13234.4,14578.7,4932.36,17569.2
4694.6,3799.61,14086.9,16814.5,5285.6,11057.5
4632.4,5647.83,18772.6,12350.9,5408.6,11093.8
4697.53,6295.16,12993.1,12273.8,4849.68,11417.9
4616.95,5938.2,14104.5,12268.8,5300.89,11657
4647.86,5695.73,14452.3,12197.8,5374.63,11233
4649.67,4794.64,12471,12316.7,5465.63,10529
4522.39,5459.67,12432.2,18258.8,5598.94,11176.9
4684.66,5169.47,13995.1,12138.7,4964.25,10954.6
4533.81,6621.91,12447.5,16907.8,5120.2,10510.3
4773.93,6615.64,19380.3,13095.1,5391.37,11456.6
4847.73,3661.66,14559.7,12252.8,4916.77,10710.2
4763.18,5327.28,15108.9,12203.3,5322.61,11506.9
4818.79,5952.66,13748.3,12354.9,5228.02,10788.5
4881.22,6402.44,12765.2,13214.6,5182.68,11216.4
4806.46,4816.99,13941.7,11889.5,4900.44,11509.1
4783.02,4386.72,12454.8,12256.1,5066.97,11240.9
4722.24,5011.99,13520.4,16701.7,5069.78,11131.2
4789.28,1990.47,18028.1,12254.3,5061.54,10920.4
4861.75,3277.91,15056.8,12153.7,5091.86,11358.1
4707.34,5433.2,14624.6,12560.3,5314.35,11005.4
4679.69,845.956,13033.4,12332.9,5504.76,11013.6
4664.12,7186.54,14893.3,12421.9,4960.34,10891.7
4714.74,6458.35,13373.2,12469.5,5354.92,11091.5
4750.14,3075.24,12976.4,12361.3,5435.27,11212
5016.51,3804.47,13026.7,15899.1,4990.91,12404
5006.4,5769.43,19185.8,12402,5614.45,12584.4
5182.93,5203.85,13353.3,12372.4,5247.67,11120.9
5181.96,4165.42,14580,12251.9,5502.64,10910.2
5336.55,5179.09,15094.2,12108.6,4861.87,11523.7
5096.45,6283.7,14149.5,12293.2,5298.02,10894.7
5364.54,5826.9,14632.8,12261.6,5479.16,11523.7
5153.31,5211.34,13441.7,12343.5,5003.21,11172.1
5258.27,4511.7,14463.1,17280.1,5399.65,11113.8
5179.05,6203.96,18798.4,12297,5445.03,10868.1
5162.99,3728.41,12216.5,12512,5353.36,11212.5
5147.99,7205.08,15834.9,12298.8,5068.99,11104.7
5215.94,6148.2,14629.2,12826.4,5057.38,10301.3
5561.54,4399.02,14317,12372.7,5114.4,11440.7
5124.1,4361.35,14639.2,12299.6,5383.57,11157.3
4843.65,5753.09,14384.3,12302.8,5035.19,11258.7
4980.89,6203.09,14138.1,16506.8,5593.52,11186.4
4946.88,3948.48,16725.3,11867.6,5191.65,11338.6
4992.05,2349.63,14253.4,12260.1,4941.42,11100.4
5063.19,6433.09,13436.8,12506.5,5388.67,11518.4
5300.5,2876.9,12664.6,12295.7,5466.04,11174.2
5360.52,4978.7,12762.5,12312.6,5376.86,11354.7
5226.87,7158.25,14532.6,12234.7,5504.44,11234
5367.9,1162.39,13056.5,12506.1,5017.98,11077.8
5314.75,5886.48,13783.4,16026.1,5346.1,11016.5
5175.04,6532.1,18506.8,12216,5289.05,11228.5
5798.97,5528.46,13116.1,12170.1,5599.37,10484.8
5904.79,4876.6,14117.4,12345.4,5354.15,11275.3
5453.1,4819.95,14380.1,12464.7,5360.23,10538.6
5364.57,8842.4,14059.5,12083.2,5458.3,11112.9
5477.27,7033.21,14501.5,12375,5537.03,11775.7
5431.67,5053.44,14214,12513.6,5293.7,11028.3
4990.58,6286.03,13671.8,16861,5314.55,11484.2
4884.94,5279.24,19195.6,12135.9,5321.88,10757.9
4879.8,4474.35,14076.7,12081.6,5032.43,11238.5
4977.34,6186.62,13189.4,13722.7,5089.68,11002.3
5211.46,5958.29,13207.1,12377.9,4983.5,11077.2
5385.9,6867.75,14645.7,11970,5302.89,10928.5
5403.31,5764.16,13839,11901.5,5313.71,11006.5
5544.02,5634.05,13220.2,12389.7,5358.93,11180.2
5564.35,3627.22,13407.7,16601.9,5309.16,11667
5396.08,3836.6,18724.9,12180,5271.24,11001.5
5497.41,2684.06,13380.8,12398.5,4996.1,11141.3
5496.35,5901.58,13907.4,12608.5,5249.04,11259
5523.47,4252.73,12863.7,12102.4,5223.74,10734.6
5626.19,6437.32,13559.1,12147,5348.85,10861.9
5550.49,4572.79,14286.5,12128.1,5339.81,11725.4
5589.85,6662.91,13395.5,12421.6,5472.68,10503.7
5688.46,1805.47,20173,17420.7,4971.2,11375
5862.82,8070.1,14569.7,12457.7,5054.71,11207.9
5792.98,7144.52,13841.9,12469.2,5182.64,11066.5
5762.76,2978.97,14317.8,12277.1,5397.08,10921.4
5525.28,4493.52,14788.2,12771.2,5391,11284.9
5716.53,6262.88,12960.3,12333,5435.66,11179
5712.5,6972,13711,12522.4,5425.78,11043.5
5679.84,4451.75,13456.6,13044.5,5359.81,11000.9
5642.27,5614.61,19917.8,17090.4,5305.62,11640.6
5735.43,3172.48,13384.2,12294.4,5401.74,10811.6
5537.67,2963.04,15094.8,12151.6,5178.73,10834.8
5581.93,7796.4,13633.8,12205.7,5418.03,11354.4
5516.92,1229.02,12367.2,12249.4,5428.43,11687.3
5524.4,3679.25,15476.3,12470.5,5021.98,11137.5
5432.92,7801.6,14903.8,16553.6,5122.31,11608.1
5470.15,5047.8,12920.9,12379.8,5048.67,10996.4
5340.98,6792.33,18622.5,16792.7,5526.49,11362
5319.66,4291.96,15040.2,13517.2,5475.7,11716.5
5288.94,4947.34,12929.8,12407,5336.31,10973.3
5363.9,4563.91,13070.2,12239.5,5658.41,10973.5
5287.38,6870.97,14397.9,12448.3,5421.26,11166.4
4922.74,5387.55,13844,12189.1,5454.01,11255.9
5030.39,931.713,13288.3,12069.2,5334.12,11045.9
4877.91,5706.26,13534.1,12379.6,5292.9,10382.2
4955.08,7320.16,18414.5,16691.2,5319.23,10897.7
5078.78,3144.69,13079.5,12429.2,5433.41,11135.2
5211.57,2592.3,12908,12305.1,5458.46,11239.7
5249.65,6415.4,15135.1,12742.2,5193.09,11345.8
5018.2,1312.24,14164.2,12481.4,5109.6,10918.3
5023.16,6500.2,12243.2,12200.9,5164.63,10977.3
5005.24,7061.69,12726,12337.4,5142.85,11192.1
5066.97,3698.37,14823.9,12815.8,5285.78,11730.6
5128.44,6890.55,18792.7,16698.1,5237.73,11082.4
5177.81,1362.09,12392.9,12305.1,5480.1,11414.9
5216.06,2793.39,13182.6,12385.4,5356.69,11288.3
4641.74,6633.68,14128.9,12083.5,5475.6,11208.5
4569.35,4694.65,14117.8,12472.6,5399.11,11265.2
4652.32,6121.66,14132,12162.7,5616.76,11107.9
4805.08,5795.81,13742.5,12371.1,5373.86,10592.2
4939.14,4408.28,13920.8,12195.5,5078.03,10782.3
5069.71,4348.66,18706.3,16396.4,5043.12,11006.9
5189.6,5171.81,12312.4,12367.4,5059.3,11582.4
5116.04,1852.56,13525.4,12298.1,4964.95,10394.2
5279.12,3766.84,14902.9,12356.6,5080.86,10704.7
5239.86,6652.24,14249.8,12310.9,5135.44,11015.7
5167.4,4880.82,13130.9,12401,5216.5,10464.2
5256.37,4784.15,13770.8,12404.6,5387.74,11262.4
5351.67,4921.82,14546.8,12445.4,5328.83,11165.7
5307.44,3216.21,19245.7,16812.9,5442.44,11018.4
5493.76,6291.45,14183.5,12379.1,5455.17,11230.2
5435.89,4079.71,13672.5,12429.2,5394.93,11538.3
5366.73,7573.45,12894.5,12355.6,5378,10910.9
5615.52,1933.16,13544.3,13060.5,5479.42,11060.4
5424.84,7492.81,13721.2,12367,5688.89,11254.1
5414.36,1782,12601,13051.7,5463.79,11010.9
5406.69,2458.01,13519.3,12869.1,5573.61,10415.2
5373.87,5433.39,18868.6,16719.3,5175.63,10543
5404.75,5417.57,12815.2,12181.6,4917.97,11252.5
5346.53,6172.64,14389.9,13521.5,5047.04,12227.7
5338.09,2593.36,14622.4,12297.3,5395.57,11220.3
4913.36,5876.12,13579.8,12363.1,5365.81,10869.1
4608.47,3179.17,13207.4,13631.4,5361.03,11042.1
4464.7,4322.67,13604,12583.6,5331.15,11411
4582.69,6969.78,13835.7,12378.2,5159.57,10966
4532.98,3777.38,18940.3,16616.9,4816.33,10995.2
4521.07,2739.52,15557.2,12078.8,5363.72,11029.7
4619.99,6752.47,13892.4,12524.3,5416.23,11025.9
5588.95,3546.15,12801.3,12288.9,4846.78,11196.5
6420.73,6922.4,12531.7,12183.3,4985.37,11039.3
6832.78,3354.98,13242.6,12201.8,5414.03,11372.1
6871.51,6965.38,12379,12458.1,5280.29,11559.6
5758.76,5182.22,12883.1,12381.4,5451.64,10958.5
5473.32,5540.22,16978.5,15986.7,5241.12,11724.8
5402.84,5831.81,13806.3,11914.1,5390.57,11003.2
5329.96,6071.1,12488.2,12333,5385.24,11349.3
5621.24,4156.24,14601.4,12731.1,5425.44,10963.1
5375.75,5603.81,13651.7,13069.4,5467.08,13990.9
5305.52,5291.61,13684.2,12174.8,4990.18,10953.8
5290.03,5135.09,14677.6,12395.3,5347.62,11205.3
5174.58,5569.46,13464.8,12422.1,5347.63,11103.6
5227.08,5260.9,17643.9,16702.9,5505.9,11225
5113.49,4180.24,12674.2,12032.1,5356.93,11118.9
5353.87,5461.26,13067.5,12352.5,4860.15,11101.8
5635.36,6430.6,12657.4,12344.5,5278.53,11194.7
7446.79,6637.57,14097.7,12315.9,5328.02,11209.3
5203.64,5274.27,13263.2,12393.2,5378.65,11120.8
5103.2,5010.83,12429.8,12406.2,5535.78,11020.1
5050.9,4212.27,14004.1,12425.8,5431.41,11179.9
4996.33,6168.46,17471.6,16573.1,5458.62,11023.7
5156.19,5286.48,14065.6,12221.1,5024.59,11084.6
5099.15,8209.87,14429.4,12340.3,5155.74,11114.8
5559.15,5000.3,12512.4,12274.5,5486.9,11301.3
6354.76,6565.14,12866.2,12529.1,5308.41,11025.6
5522.39,5885.74,13297.9,12296.4,5090.45,12054.7
5435.14,5760.27,13028.2,12911.8,5325.3,11755.5
5453.17,4410.57,14666.5,12067.6,5326.98,11425.4
4963.43,1564.76,17464.7,16368.7,5320.73,10802.6
4648.45,4309.61,13924.1,12250.4,5029.6,10502.8
4654.73,6935.78,13810.9,12122.5,5070.06,11258.9
4678.57,4331.85,14067.9,12207.1,5413.93,11353
4859.65,4189.53,13644.1,12855.4,5643.17,10890.4
4812.27,5525.59,13991.7,12022.4,5399.99,11247.9
4648.98,6744.04,13199.5,12250,5494.74,11589.2
4642.31,6349.7,12732.3,12380.7,5326.58,11188.1
4705.28,3881.89,17718.8,16422.2,5336.62,11186.4
4805.43,3863.64,13403.5,12831,4992.48,11153.7
4893.18,6794.92,14799.6,12196.1,5368.63,11227.6
4863.98,3225.85,13780.9,12663.3,5105.03,11232.5
5002.53,1372.41,13675.1,12335.7,5043.82,11000.5
4949.91,5432.15,13208,13013.6,5192.09,11240.8
5043.88,2506.57,14590.9,12253.6,5138.09,11345.9
5198.51,2542.01,12959.7,13065.8,5412.36,11225.4
5147.43,3665.33,16744.7,16282.7,5159.41,11526.2
5239.04,4269.28,14350.8,12396.1,5260.92,11864.7
5169.53,2517.4,12677.6,12458.1,5223.45,10921.9
5577.58,6058.29,16718,13328.9,5926.6,10873.7
4757.35,5556.56,13744.1,12502.7,5263.11,10438.9
4486.83,3660.68,13575.3,12328.5,5486.19,10969.2
4441.42,4883.91,12516.7,12002.3,5360.31,11395.7
4492.14,4011.5,14909.1,12105.2,5311.42,10949.4
4515.9,6825.4,19087.9,16535.9,5463.79,11077.7
4584.61,5451.92,12992.2,12418.8,5489.77,11281.7
4641.61,5568.93,14872.5,12222.2,4908.89,11845.9
4714.84,2548.95,12706.1,12340.5,5353.7,11148.1
4888.29,5084.68,12606.2,14449.4,10972.7,10675.7
4787.7,4563.95,13118.5,12744.1,5098.07,10538.6
4810.66,2471.78,13372.8,12226.3,5007.72,11075.6
4754.53,6296.14,13609.6,12468.3,5368.08,11501.1
4977.91,7192.8,19243.2,16944.2,5365.7,11246.6
4631.69,4761.71,13006.9,12324.1,5049.38,11154.6
4595.03,3947.82,14987.5,12421.8,4816.68,11078.8
4636.34,5448.53,12646,12227.7,5160.89,11634
4593.13,5805.61,13615.7,12388.9,5039,11101.4
5127.24,4030.55,13819.1,12322.1,5470.17,11209.6
5685.66,2513.62,12873.4,13047.5,5071.25,11669.8
6498.11,7248.03,12538.3,12474.9,5366.68,11297.5
5986.92,4929.02,18463.4,16633.7,4963.27,11209.1
5399.51,6227.78,13480.2,12562.1,5133.67,11534.1
5174.07,6188.07,13133.4,12235,5220.91,11037.4
5142.8,5903.89,13275.3,12762.7,5347.16,14344.1
4750.43,4129.13,12596.6,12269.7,5477.27,11573.8
4773.51,4301.08,12903.9,12432.8,7309.54,11156.7
4727.68,2848.84,14937.2,12338.8,5032.13,11056.4
4885.87,6089.85,14776.1,12481,5118.65,11108.7
5035.64,6167.39,20569.9,16848.3,5499.76,11366.4
5040.46,5589.13,15032.5,12388,4942.36,11706.6
5139.53,3857.83,13671.5,12304.2,5379.12,11141.9
5283.1,4694.8,13759.4,12401.5,5493.72,11096.2
5239.11,6103.63,13268.4,15323.8,5737.66,10839.2
5179.74,4023.42,13807.7,13144.6,5458.23,10446.6
5242.56,6180.85,13469.1,14228.7,4823.17,11141.3
5141.74,7195.8,14486.6,17665.2,5604.45,11091
5335.12,1124.91,16731.7,13356.7,5304.62,11403.3
5288.16,5300.5,13246.1,12405,5066.28,11695.6
5408.98,2494.64,12572.7,12644.1,4999.1,11196.1
