sort, nth_element, max_element, max_element_ben_deane, accumulate, transform_reduce
5051.86,6246.19,13434.7,12221.3,5105.14,11249.3
5613.33,5535.47,12595.5,12503.5,5464.91,10427.2
5998.27,5345.2,12796.1,12278.6,5462.08,11150.7
6026.27,6828.67,12522.1,12640.4,5258.05,11502.9
5109.61,4698.14,12557.3,16798.4,5136.83,11188.8
4883.76,4582.87,18214.1,12619.3,5360.18,11566
4838.35,3184.49,12965.8,12682.6,4994.28,11514.2
4757.15,5064.37,13521.7,12373.7,5089.92,11550.4
4757.99,6295.18,13561.3,12045.4,5249.64,10982.7
4776.35,5225.76,14273.2,12213,5117.98,11618.4
4807.06,4883.78,14834.9,12398.3,5139.23,11795.7
4910.69,5640.39,14458.6,13159,5209.23,10968.2
4900.94,3856.72,14456,16539.4,5416.53,10938.8
5610.18,5295.32,17393.6,12064.3,5442.83,11111.4
4890.51,3056.64,13442.7,13196.7,5381.06,11005.6
4572.63,4509.66,12556.1,12431.1,5377.28,11500.8
4669.03,3941.04,12494.4,13025.4,5170.5,11041
4749.33,2625.01,13694.2,12432.8,5147.01,11057.1
4930.69,3835.36,13647.3,12353.3,5245.27,11182.5
4886.01,5412.81,15277.5,12439.2,5387.42,11307.6
4970.01,4006.38,13367.4,16922.6,5436.48,11069.9
4961.59,5628.87,22437.9,12345.9,5464.75,10933.3
4999.57,6967.38,12781.1,12332,5355.72,11040.2
5200.85,6002.07,13462.9,12409.9,5585.6,11088.8
5101.1,4581.87,12555,12570.8,4897.73,10932.8
5194.44,4439.22,14259.2,12169.1,5303.74,11190.6
5124.64,2447.78,13576.9,12937.7,5050.84,11097.4
5237.25,4571.55,12565.4,11832.8,5001.87,12772.2
5168.09,6128.86,14322.5,16162.3,5286.69,11361.2
5347.67,6347.48,18145.3,12353.6,5040.62,13095.4
5178.77,3513.53,13166.5,13260,5010.04,11034.9
5092.69,6976.13,13992.7,12430.8,5175.62,11488.1
5029.59,3660.23,13136.8,12277.8,4856.4,10830.9
5174.63,3441.3,13652.8,12429,5399.95,11282.7
5188.14,5511.24,13611.3,12473.4,4938.53,10621.5
5202.88,6562.54,13720.6,12243.9,5453.33,11091
5240.77,2037.31,14147.3,16556.2,5221.65,11560.7
5238.94,2798.62,18441.8,12070.2,4897.91,11508
4992.49,4570.6,14439.1,12783.4,5021.7,11068.4
4755.73,6708.14,12715.5,12035.1,5078.27,11504.1
4715.22,3012.38,13465.2,12593.5,5301.12,12010.7
4687.54,6312.12,14190.7,12220.6,5386.48,11227.3
4720.77,5016.96,15331.5,12462.5,5256.12,14799.8
4783.53,3122.04,14717.6,12260.1,5244.12,11430.4
4799.77,4943.47,12398.8,17116.1,5428.12,11005.2
4787.39,4468.59,18488.6,12292.9,5392.37,11655.6
4800.06,4927.89,13098.2,12296.4,5436.26,11512.2
4842.45,5708.11,14325.8,12252.7,5352.72,11452
4896.74,3302.26,12491.7,12626.2,5231.45,11146.7
5061.11,7576.5,12866.9,12296.3,5333.16,11538.7
5222.19,6212.63,14499.4,12353.7,5365.19,10863.4
5142.92,5811.52,13825.1,12132.7,5340.96,10422.8
